tier,namespace,type,kind,wpf_base,ctors,props,methods,events,fields,enum_values,source
3,System.Windows.Automation.Peers,TableCellAutomationPeer,class,"TextElementAutomationPeer, IGridItemProvider",1,5,5,0,0,0,agent确认
3,System.Windows.Automation.Peers,TextAutomationPeer,class,FrameworkElementAutomationPeer,1,0,2,0,0,0,agent确认
3,System.Windows.Automation.Peers,TextElementAutomationPeer,class,System.Windows.Automation.Peers.ContentTextAutomationPeer,1,0,4,0,0,0,agent确认
3,System.Windows.Automation.Peers,TreeViewDataItemAutomationPeer,class,System.Windows.Automation.Peers.ItemAutomationPeer,1,4,9,0,0,0,agent确认
3,System.Windows.Automation.Peers,UIElement3DAutomationPeer,class,System.Windows.Automation.Peers.AutomationPeer,1,1,31,0,0,0,agent确认
3,System.Windows.Converters,Int32RectValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Converters,PointValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Converters,RectValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Converters,SizeValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Converters,VectorValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Diagnostics,BindingFailedEventArgs,class,,0,5,0,0,0,0,agent确认
3,System.Windows.Diagnostics,ResourceDictionaryDiagnostics,class,,0,2,4,4,0,0,agent确认
3,System.Windows.Diagnostics,ResourceDictionaryInfo,class,,1,4,0,0,0,0,agent确认
3,System.Windows.Diagnostics,ResourceDictionaryLoadedEventArgs,class,System.EventArgs,1,1,0,0,0,0,agent确认
3,System.Windows.Diagnostics,ResourceDictionaryUnloadedEventArgs,class,System.EventArgs,1,1,0,0,0,0,agent确认
3,System.Windows.Diagnostics,StaticResourceResolvedEventArgs,class,System.EventArgs,1,4,0,0,0,0,agent确认
3,System.Windows.Diagnostics,VisualDiagnostics,class,,0,0,3,1,0,0,agent确认
3,System.Windows.Diagnostics,VisualTreeChangeEventArgs,class,System.EventArgs,1,4,0,0,0,0,agent确认
3,System.Windows.Diagnostics,VisualTreeChangeType,enum,,0,0,0,0,0,2,agent确认
3,System.Windows.Diagnostics,XamlSourceInfo,class,,1,3,0,0,0,0,agent确认
3,System.Windows.Documents.Serialization,ISerializerFactory,interface,,0,4,1,0,0,0,agent确认
3,System.Windows.Documents.Serialization,SerializerDescriptor,class,,1,10,3,0,0,0,agent确认
3,System.Windows.Documents.Serialization,SerializerProvider,class,,1,1,3,0,0,0,agent确认
3,System.Windows.Documents.Serialization,SerializerWriter,class,,1,0,33,4,0,0,agent确认
3,System.Windows.Documents.Serialization,SerializerWriterCollator,class,,1,0,10,0,0,0,agent确认
3,System.Windows.Documents.Serialization,WritingCancelledEventArgs,class,System.EventArgs,1,1,0,0,0,0,agent确认
3,System.Windows.Documents.Serialization,WritingCancelledEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Documents.Serialization,WritingCompletedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Documents.Serialization,WritingPrintTicketRequiredEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Documents.Serialization,WritingProgressChangeLevel,enum,,0,0,0,0,0,4,agent确认
3,System.Windows.Documents.Serialization,WritingProgressChangedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Ink,ApplicationGesture,enum,,0,0,0,0,0,44,agent确认
3,System.Windows.Ink,DrawingAttributeIds,class,,0,0,0,0,7,0,agent确认
3,System.Windows.Ink,DrawingAttributesReplacedEventArgs,class,System.EventArgs,1,2,0,0,0,0,agent确认
3,System.Windows.Ink,DrawingAttributesReplacedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Ink,GestureRecognizer,class,"System.Windows.DependencyObject, System.IDisposable",2,1,4,0,0,0,agent确认
3,System.Windows.Ink,PropertyDataChangedEventArgs,class,System.EventArgs,1,3,0,0,0,0,agent确认
3,System.Windows.Ink,PropertyDataChangedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Ink,StrokeCollectionChangedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Ink,StylusPointsReplacedEventArgs,class,System.EventArgs,1,2,0,0,0,0,agent确认
3,System.Windows.Ink,StylusPointsReplacedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Input.StylusWisp,WispTabletDeviceCollection,class,System.Windows.Input.TabletDeviceCollection,1,0,0,0,0,0,agent确认
3,System.Windows.Interop,ActiveXHost,class,System.Windows.Interop.HwndHost,1,1,7,0,0,0,agent确认
3,System.Windows.Interop,BrowserInteropHelper,class,,0,4,0,0,0,0,agent确认
3,System.Windows.Interop,ComponentDispatcher,class,,0,2,4,5,0,0,agent确认
3,System.Windows.Interop,CursorInteropHelper,class,,0,0,1,0,0,0,agent确认
3,System.Windows.Interop,DynamicScriptObject,class,System.Dynamic.DynamicObject,1,0,7,0,0,0,agent确认
3,System.Windows.Interop,HwndTarget,class,System.Windows.Media.CompositionTarget,1,6,1,0,0,0,agent确认
3,System.Windows.Interop,IErrorPage,interface,,0,8,0,0,0,0,agent确认
3,System.Windows.Interop,IKeyboardInputSink,interface,,0,1,6,0,0,0,agent确认
3,System.Windows.Interop,IKeyboardInputSite,interface,,0,1,2,0,0,0,agent确认
3,System.Windows.Interop,IProgressPage,interface,,0,5,1,0,0,0,agent确认
3,System.Windows.Interop,IWin32Window,interface,,0,1,0,0,0,0,agent确认
3,System.Windows.Interop,Imaging,class,,0,0,3,0,0,0,agent确认
3,System.Windows.Interop,MSG,struct,,0,7,0,0,0,0,agent确认
3,System.Windows.Interop,ThreadMessageEventHandler,delegate,System.MulticastDelegate,0,0,0,0,0,0,agent确认
3,System.Windows.Markup.Primitives,MarkupObject,class,,1,4,1,0,0,0,agent确认
3,System.Windows.Markup.Primitives,MarkupProperty,class,,1,15,0,0,0,0,agent确认
3,System.Windows.Markup.Primitives,MarkupWriter,class,System.IDisposable,1,0,3,0,0,0,agent确认
3,System.Windows.Media.Converters,BaseIListConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,BoolIListConverter,class,System.Windows.Media.Converters.BaseIListConverter,1,0,0,0,0,0,agent确认
3,System.Windows.Media.Converters,CacheModeValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,CharIListConverter,class,System.Windows.Media.Converters.BaseIListConverter,1,0,0,0,0,0,agent确认
3,System.Windows.Media.Converters,DoubleCollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,DoubleIListConverter,class,System.Windows.Media.Converters.BaseIListConverter,1,0,0,0,0,0,agent确认
3,System.Windows.Media.Converters,Int32CollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,MatrixValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,PathFigureCollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,PointCollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Converters,PointIListConverter,class,System.Windows.Media.Converters.BaseIListConverter,1,0,0,0,0,0,agent确认
3,System.Windows.Media.Converters,UShortIListConverter,class,System.Windows.Media.Converters.BaseIListConverter,1,0,0,0,0,0,agent确认
3,System.Windows.Media.Converters,VectorCollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,AffineTransform3D,class,System.Windows.Media.Media3D.Transform3D,1,1,2,0,0,0,agent确认
3,System.Windows.Media.Media3D,GeneralTransform2DTo3D,class,System.Windows.Freezable,1,0,7,0,0,0,agent确认
3,System.Windows.Media.Media3D,GeneralTransform3DCollection,class,System.Windows.Media.Animation.Animatable (+ IList<GeneralTransform3D>/ICollection<GeneralTransform3D>/IList/ICollection/IEnumerable),3,10,28,0,0,0,agent确认
3,System.Windows.Media.Media3D,GeneralTransform3DGroup,class,System.Windows.Media.Media3D.GeneralTransform3D,1,2,5,0,1,0,agent确认
3,System.Windows.Media.Media3D,MaterialCollection,class,System.Windows.Media.Animation.Animatable (+ IList<Material>/ICollection<Material>/IList/ICollection/IEnumerable),3,10,28,0,0,0,agent确认
3,System.Windows.Media.Media3D,Matrix3DConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Model3DCollection,class,"System.Windows.Media.Animation.Animatable, IList<Model3D>, ICollection<Model3D>, IEnumerable<Model3D>, IList, ICollection, IEnumerable",3,10,28,0,0,0,agent确认
3,System.Windows.Media.Media3D,Point3DCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Point3DConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Point4D,struct,System.IFormattable,1,4,17,0,0,0,agent确认
3,System.Windows.Media.Media3D,Point4DConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,PointLightBase,class,System.Windows.Media.Media3D.Light,1,5,2,0,5,0,agent确认
3,System.Windows.Media.Media3D,ProjectionCamera,class,System.Windows.Media.Media3D.Camera,1,5,2,0,5,0,agent确认
3,System.Windows.Media.Media3D,QuaternionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,RayHitTestResult,class,System.Windows.Media.HitTestResult,1,4,0,0,0,0,agent确认
3,System.Windows.Media.Media3D,Rect3DConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Size3DConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Transform3DCollection,class,System.Windows.Media.Animation.Animatable,3,10,28,0,0,0,agent确认
3,System.Windows.Media.Media3D,Vector3DCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Vector3DConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D,Visual3DCollection,class,"sealed collection; implements IList<Visual3D>, ICollection<Visual3D>, IEnumerable<Visual3D>, IList, ICollection, IEnumerable",1,10,20,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Matrix3DValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Point3DCollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Point3DValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Point4DValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,QuaternionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Rect3DValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Size3DValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Vector3DCollectionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Media.Media3D.Converters,Vector3DValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
3,System.Windows.Navigation,BaseUriHelper,class,,0,0,1,0,1,0,agent确认
3,System.Windows.Navigation,FragmentNavigationEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,JournalEntryListConverter,class,System.Windows.Data.IValueConverter,1,0,2,0,0,0,agent确认
3,System.Windows.Navigation,JournalEntryPosition,enum,,0,0,0,0,0,3,agent确认
3,System.Windows.Navigation,LoadCompletedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,NavigatedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,NavigatingCancelEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,NavigationFailedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,NavigationProgressEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,NavigationStoppedEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,PageFunctionBase,class,System.Windows.Controls.Page,1,1,1,0,0,0,agent确认
3,System.Windows.Navigation,RequestNavigateEventHandler,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Navigation,ReturnEventHandler<T>,delegate,,0,0,0,0,0,0,agent确认
3,System.Windows.Resources,AssemblyAssociatedContentFileAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
3,System.Windows.Resources,ContentTypes,class,,1,0,0,0,1,0,agent确认
3,System.Windows.Resources,StreamResourceInfo,class,,2,2,0,0,0,0,agent确认
3,System.Xaml.Schema,AllowedMemberLocations,enum,,0,0,0,0,0,4,agent确认
3,System.Xaml.Schema,ShouldSerializeResult,enum,,0,0,0,0,0,3,agent确认
3,System.Xaml.Schema,XamlCollectionKind,enum,byte,0,0,4,0,0,0,agent确认
3,System.Xaml.Schema,XamlMemberInvoker,class,,2,3,3,0,0,0,agent确认
3,System.Xaml.Schema,XamlTypeInvoker,class,,2,3,6,0,0,0,agent确认
3,System.Xaml.Schema,XamlTypeName,class,,4,3,7,0,0,0,agent确认
3,System.Xaml.Schema,XamlTypeTypeConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
3,System.Xaml.Schema,XamlValueConverter<TConverterBase>,class,System.IEquatable<System.Xaml.Schema.XamlValueConverter<TConverterBase>> where TConverterBase : class,2,4,7,0,0,0,agent确认
