tier,namespace,type,member,wpf_sig
1,System.Windows,SystemParameters,ShowSounds,public static bool ShowSounds { get; }
1,System.Windows,SystemParameters,ShowSoundsKey,public static System.Windows.ResourceKey ShowSoundsKey { get; }
1,System.Windows,SystemParameters,SmallCaptionHeight,public static double SmallCaptionHeight { get; }
1,System.Windows,SystemParameters,SmallCaptionHeightKey,public static System.Windows.ResourceKey SmallCaptionHeightKey { get; }
1,System.Windows,SystemParameters,SmallCaptionWidth,public static double SmallCaptionWidth { get; }
1,System.Windows,SystemParameters,SmallCaptionWidthKey,public static System.Windows.ResourceKey SmallCaptionWidthKey { get; }
1,System.Windows,SystemParameters,SmallIconHeightKey,public static System.Windows.ResourceKey SmallIconHeightKey { get; }
1,System.Windows,SystemParameters,SmallIconWidthKey,public static System.Windows.ResourceKey SmallIconWidthKey { get; }
1,System.Windows,SystemParameters,SmallWindowCaptionButtonHeight,public static double SmallWindowCaptionButtonHeight { get; }
1,System.Windows,SystemParameters,SmallWindowCaptionButtonHeightKey,public static System.Windows.ResourceKey SmallWindowCaptionButtonHeightKey { get; }
1,System.Windows,SystemParameters,SmallWindowCaptionButtonWidth,public static double SmallWindowCaptionButtonWidth { get; }
1,System.Windows,SystemParameters,SmallWindowCaptionButtonWidthKey,public static System.Windows.ResourceKey SmallWindowCaptionButtonWidthKey { get; }
1,System.Windows,SystemParameters,SnapToDefaultButton,public static bool SnapToDefaultButton { get; }
1,System.Windows,SystemParameters,SnapToDefaultButtonKey,public static System.Windows.ResourceKey SnapToDefaultButtonKey { get; }
1,System.Windows,SystemParameters,StylusHotTrackingKey,public static System.Windows.ResourceKey StylusHotTrackingKey { get; }
1,System.Windows,SystemParameters,SwapButtons,public static bool SwapButtons { get; }
1,System.Windows,SystemParameters,SwapButtonsKey,public static System.Windows.ResourceKey SwapButtonsKey { get; }
1,System.Windows,SystemParameters,ThickHorizontalBorderHeight,public static double ThickHorizontalBorderHeight { get; }
1,System.Windows,SystemParameters,ThickHorizontalBorderHeightKey,public static System.Windows.ResourceKey ThickHorizontalBorderHeightKey { get; }
1,System.Windows,SystemParameters,ThickVerticalBorderWidth,public static double ThickVerticalBorderWidth { get; }
1,System.Windows,SystemParameters,ThickVerticalBorderWidthKey,public static System.Windows.ResourceKey ThickVerticalBorderWidthKey { get; }
1,System.Windows,SystemParameters,ThinHorizontalBorderHeight,public static double ThinHorizontalBorderHeight { get; }
1,System.Windows,SystemParameters,ThinHorizontalBorderHeightKey,public static System.Windows.ResourceKey ThinHorizontalBorderHeightKey { get; }
1,System.Windows,SystemParameters,ThinVerticalBorderWidth,public static double ThinVerticalBorderWidth { get; }
1,System.Windows,SystemParameters,ThinVerticalBorderWidthKey,public static System.Windows.ResourceKey ThinVerticalBorderWidthKey { get; }
1,System.Windows,SystemParameters,ToolTipAnimationKey,public static System.Windows.ResourceKey ToolTipAnimationKey { get; }
1,System.Windows,SystemParameters,ToolTipFade,public static bool ToolTipFade { get; }
1,System.Windows,SystemParameters,ToolTipFadeKey,public static System.Windows.ResourceKey ToolTipFadeKey { get; }
1,System.Windows,SystemParameters,ToolTipPopupAnimation,public static System.Windows.Controls.Primitives.PopupAnimation ToolTipPopupAnimation { get; }
1,System.Windows,SystemParameters,ToolTipPopupAnimationKey,public static System.Windows.ResourceKey ToolTipPopupAnimationKey { get; }
1,System.Windows,SystemParameters,UIEffectsKey,public static System.Windows.ResourceKey UIEffectsKey { get; }
1,System.Windows,SystemParameters,UxThemeColor,public static string UxThemeColor { get; }
1,System.Windows,SystemParameters,UxThemeName,public static string UxThemeName { get; }
1,System.Windows,SystemParameters,VerticalScrollBarButtonHeightKey,public static System.Windows.ResourceKey VerticalScrollBarButtonHeightKey { get; }
1,System.Windows,SystemParameters,VerticalScrollBarThumbHeightKey,public static System.Windows.ResourceKey VerticalScrollBarThumbHeightKey { get; }
1,System.Windows,SystemParameters,VerticalScrollBarWidthKey,public static System.Windows.ResourceKey VerticalScrollBarWidthKey { get; }
1,System.Windows,SystemParameters,VirtualScreenHeightKey,public static System.Windows.ResourceKey VirtualScreenHeightKey { get; }
1,System.Windows,SystemParameters,VirtualScreenLeftKey,public static System.Windows.ResourceKey VirtualScreenLeftKey { get; }
1,System.Windows,SystemParameters,VirtualScreenTopKey,public static System.Windows.ResourceKey VirtualScreenTopKey { get; }
1,System.Windows,SystemParameters,VirtualScreenWidthKey,public static System.Windows.ResourceKey VirtualScreenWidthKey { get; }
1,System.Windows,SystemParameters,WheelScrollLinesKey,public static System.Windows.ResourceKey WheelScrollLinesKey { get; }
1,System.Windows,SystemParameters,WindowCaptionButtonHeight,public static double WindowCaptionButtonHeight { get; }
1,System.Windows,SystemParameters,WindowCaptionButtonHeightKey,public static System.Windows.ResourceKey WindowCaptionButtonHeightKey { get; }
1,System.Windows,SystemParameters,WindowCaptionButtonWidth,public static double WindowCaptionButtonWidth { get; }
1,System.Windows,SystemParameters,WindowCaptionButtonWidthKey,public static System.Windows.ResourceKey WindowCaptionButtonWidthKey { get; }
1,System.Windows,SystemParameters,WindowCaptionHeight,public static double WindowCaptionHeight { get; }
1,System.Windows,SystemParameters,WindowCaptionHeightKey,public static System.Windows.ResourceKey WindowCaptionHeightKey { get; }
1,System.Windows,SystemParameters,WindowCornerRadius,public static System.Windows.CornerRadius WindowCornerRadius { get; }
1,System.Windows,SystemParameters,WindowGlassBrush,public static System.Windows.Media.Brush WindowGlassBrush { get; }
1,System.Windows,SystemParameters,WindowGlassColor,public static System.Windows.Media.Color WindowGlassColor { get; }
1,System.Windows,SystemParameters,WorkAreaKey,public static System.Windows.ResourceKey WorkAreaKey { get; }
1,System.Windows,TemplateBindingExpression,TemplateBindingExtension,public System.Windows.TemplateBindingExtension TemplateBindingExtension { get; }
1,System.Windows,TemplateBindingExtension,Converter,public System.Windows.Data.IValueConverter Converter { get; set; }
1,System.Windows,TemplateBindingExtension,ConverterParameter,public object ConverterParameter { get; set; }
1,System.Windows,TemplateKey,Assembly,public override System.Reflection.Assembly Assembly { get; }
1,System.Windows,TextDecoration,Pen,public System.Windows.Media.Pen Pen { get; set; }
1,System.Windows,TextDecoration,PenOffset,public double PenOffset { get; set; }
1,System.Windows,TextDecoration,PenOffsetUnit,public System.Windows.TextDecorationUnit PenOffsetUnit { get; set; }
1,System.Windows,TextDecoration,PenThicknessUnit,public System.Windows.TextDecorationUnit PenThicknessUnit { get; set; }
1,System.Windows,TriggerBase,EnterActions,public System.Windows.TriggerActionCollection EnterActions { get; }
1,System.Windows,TriggerBase,ExitActions,public System.Windows.TriggerActionCollection ExitActions { get; }
1,System.Windows,UIElement,BitmapEffect,[Obsolete] public System.Windows.Media.Effects.BitmapEffect BitmapEffect { get; set; }
1,System.Windows,UIElement,BitmapEffectInput,[Obsolete] public System.Windows.Media.Effects.BitmapEffectInput BitmapEffectInput { get; set; }
1,System.Windows,UIElement,CacheMode,public System.Windows.Media.CacheMode CacheMode { get; set; }
1,System.Windows,UIElement,HasAnimatedProperties,public bool HasAnimatedProperties { get; }
1,System.Windows,UIElement,HasEffectiveKeyboardFocus,protected internal virtual bool HasEffectiveKeyboardFocus { get; }
1,System.Windows,UIElement,IsEnabledCore,protected virtual bool IsEnabledCore { get; }
1,System.Windows,UIElement,IsInputMethodEnabled,public bool IsInputMethodEnabled { get; }
1,System.Windows,UIElement,IsMouseDirectlyOver,public bool IsMouseDirectlyOver { get; }
1,System.Windows,UIElement,IsStylusCaptureWithin,public bool IsStylusCaptureWithin { get; }
1,System.Windows,UIElement,IsStylusCaptured,public bool IsStylusCaptured { get; }
1,System.Windows,UIElement,IsStylusDirectlyOver,public bool IsStylusDirectlyOver { get; }
1,System.Windows,UIElement,IsStylusOver,public bool IsStylusOver { get; }
1,System.Windows,UIElement,IsVisible,public bool IsVisible { get; }
1,System.Windows,UIElement,PersistId,[Obsolete] public int PersistId { get; }
1,System.Windows,UIElement,SnapsToDevicePixels,public bool SnapsToDevicePixels { get; set; }
1,System.Windows,UIElement,Uid,public string Uid { get; set; }
1,System.Windows,UIElement3D,AllowDrop,public bool AllowDrop { get; set; }
1,System.Windows,UIElement3D,AreAnyTouchesCaptured,public bool AreAnyTouchesCaptured { get; }
1,System.Windows,UIElement3D,AreAnyTouchesCapturedWithin,public bool AreAnyTouchesCapturedWithin { get; }
1,System.Windows,UIElement3D,AreAnyTouchesDirectlyOver,public bool AreAnyTouchesDirectlyOver { get; }
1,System.Windows,UIElement3D,AreAnyTouchesOver,public bool AreAnyTouchesOver { get; }
1,System.Windows,UIElement3D,CommandBindings,public System.Windows.Input.CommandBindingCollection CommandBindings { get; }
1,System.Windows,UIElement3D,InputBindings,public System.Windows.Input.InputBindingCollection InputBindings { get; }
1,System.Windows,UIElement3D,IsEnabledCore,protected virtual bool IsEnabledCore { get; }
1,System.Windows,UIElement3D,IsFocused,public bool IsFocused { get; }
1,System.Windows,UIElement3D,IsHitTestVisible,public bool IsHitTestVisible { get; set; }
1,System.Windows,UIElement3D,IsInputMethodEnabled,public bool IsInputMethodEnabled { get; }
1,System.Windows,UIElement3D,IsKeyboardFocusWithin,public bool IsKeyboardFocusWithin { get; }
1,System.Windows,UIElement3D,IsMouseCaptureWithin,public bool IsMouseCaptureWithin { get; }
1,System.Windows,UIElement3D,IsMouseCaptured,public bool IsMouseCaptured { get; }
1,System.Windows,UIElement3D,IsMouseDirectlyOver,public bool IsMouseDirectlyOver { get; }
1,System.Windows,UIElement3D,IsStylusCaptureWithin,public bool IsStylusCaptureWithin { get; }
1,System.Windows,UIElement3D,IsStylusCaptured,public bool IsStylusCaptured { get; }
1,System.Windows,UIElement3D,IsStylusDirectlyOver,public bool IsStylusDirectlyOver { get; }
1,System.Windows,UIElement3D,IsStylusOver,public bool IsStylusOver { get; }
1,System.Windows,UIElement3D,TouchesCaptured,public System.Collections.Generic.IEnumerable<System.Windows.Input.TouchDevice> TouchesCaptured { get; }
1,System.Windows,UIElement3D,TouchesCapturedWithin,public System.Collections.Generic.IEnumerable<System.Windows.Input.TouchDevice> TouchesCapturedWithin { get; }
1,System.Windows,UIElement3D,TouchesDirectlyOver,public System.Collections.Generic.IEnumerable<System.Windows.Input.TouchDevice> TouchesDirectlyOver { get; }
1,System.Windows,UIElement3D,TouchesOver,public System.Collections.Generic.IEnumerable<System.Windows.Input.TouchDevice> TouchesOver { get; }
1,System.Windows,UIElement3D,Visibility,public System.Windows.Visibility Visibility { get; set; }
1,System.Windows,ValueSource,IsCurrent,public bool IsCurrent { get; }
1,System.Windows,Vector,LengthSquared,public double LengthSquared { get; }
1,System.Windows,VisualTransition,GeneratedEasingFunction,public System.Windows.Media.Animation.IEasingFunction GeneratedEasingFunction { get; set; }
1,System.Windows,WeakEventManager,ReadLock,protected System.IDisposable ReadLock { get; }
1,System.Windows,WeakEventManager,WriteLock,protected System.IDisposable WriteLock { get; }
1,System.Windows,WeakEventManager,this[],protected object this[object source] { get; set; }
1,System.Windows,Window,Icon,public System.Windows.Media.ImageSource Icon { get; set; }
1,System.Windows,Window,LogicalChildren,protected internal override System.Collections.IEnumerator LogicalChildren { get; }
1,System.Windows,Window,ThemeMode,"[System.Diagnostics.CodeAnalysis.Experimental(""WPF0001"")] public System.Windows.ThemeMode ThemeMode { get; set; }"
1,System.Windows.Controls,AccessText,Background,public System.Windows.Media.Brush Background { get; set; }
1,System.Windows.Controls,AccessText,BaselineOffset,public double BaselineOffset { get; set; }
1,System.Windows.Controls,AccessText,FontStretch,public System.Windows.FontStretch FontStretch { get; set; }
1,System.Windows.Controls,AccessText,LineHeight,public double LineHeight { get; set; }
1,System.Windows.Controls,AccessText,LineStackingStrategy,public System.Windows.LineStackingStrategy LineStackingStrategy { get; set; }
1,System.Windows.Controls,AccessText,TextAlignment,public System.Windows.TextAlignment TextAlignment { get; set; }
1,System.Windows.Controls,AccessText,TextDecorations,public System.Windows.TextDecorationCollection TextDecorations { get; set; }
1,System.Windows.Controls,AccessText,TextEffects,public System.Windows.Media.TextEffectCollection TextEffects { get; set; }
1,System.Windows.Controls,Button,IsDefaulted,public bool IsDefaulted { get; }
1,System.Windows.Controls,Calendar,CalendarButtonStyle,public System.Windows.Style CalendarButtonStyle { get; set; }
1,System.Windows.Controls,Calendar,CalendarDayButtonStyle,public System.Windows.Style CalendarDayButtonStyle { get; set; }
1,System.Windows.Controls,Calendar,CalendarItemStyle,public System.Windows.Style CalendarItemStyle { get; set; }
1,System.Windows.Controls,Calendar,DisplayMode,public System.Windows.Controls.CalendarMode DisplayMode { get; set; }
1,System.Windows.Controls,ColumnDefinitionCollection,IsReadOnly,public bool IsReadOnly { get; }
1,System.Windows.Controls,ColumnDefinitionCollection,IsSynchronized,public bool IsSynchronized { get; }
1,System.Windows.Controls,ColumnDefinitionCollection,SyncRoot,public object SyncRoot { get; }
1,System.Windows.Controls,ComboBox,IsReadOnly,public bool IsReadOnly { get; set; }
1,System.Windows.Controls,ComboBox,IsSelectionBoxHighlighted,public bool IsSelectionBoxHighlighted { get; }
1,System.Windows.Controls,ComboBox,SelectionBoxItemStringFormat,public string SelectionBoxItemStringFormat { get; }
1,System.Windows.Controls,ComboBox,SelectionBoxItemTemplate,public System.Windows.DataTemplate SelectionBoxItemTemplate { get; }
1,System.Windows.Controls,ComboBox,ShouldPreserveUserEnteredPrefix,public bool ShouldPreserveUserEnteredPrefix { get; set; }
1,System.Windows.Controls,ComboBoxItem,IsHighlighted,public bool IsHighlighted { get; protected set; }
1,System.Windows.Controls,ContentControl,ContentStringFormat,public string ContentStringFormat { get; set; }
1,System.Windows.Controls,ContentControl,HasContent,public bool HasContent { get; }
1,System.Windows.Controls,ContentPresenter,ContentStringFormat,public string ContentStringFormat { get; set; }
1,System.Windows.Controls,ContentPresenter,RecognizesAccessKey,public bool RecognizesAccessKey { get; set; }
1,System.Windows.Controls,ContextMenu,CustomPopupPlacementCallback,public System.Windows.Controls.Primitives.CustomPopupPlacementCallback CustomPopupPlacementCallback { get; set; }
1,System.Windows.Controls,ContextMenu,HasDropShadow,public bool HasDropShadow { get; set; }
1,System.Windows.Controls,ContextMenu,PlacementRectangle,public System.Windows.Rect PlacementRectangle { get; set; }
1,System.Windows.Controls,Control,HandlesScrolling,protected internal virtual bool HandlesScrolling { get; }
1,System.Windows.Controls,Control,IsTabStop,public bool IsTabStop { get; set; }
1,System.Windows.Controls,Control,TabIndex,public int TabIndex { get; set; }
1,System.Windows.Controls,DataGrid,AreRowDetailsFrozen,public bool AreRowDetailsFrozen { get; set; }
1,System.Windows.Controls,DataGrid,CanUserResizeRows,public bool CanUserResizeRows { get; set; }
1,System.Windows.Controls,DataGrid,CellStyle,public System.Windows.Style CellStyle { get; set; }
1,System.Windows.Controls,DataGrid,CellsPanelHorizontalOffset,public double CellsPanelHorizontalOffset { get; }
1,System.Windows.Controls,DataGrid,ClipboardCopyMode,public System.Windows.Controls.DataGridClipboardCopyMode ClipboardCopyMode { get; set; }
1,System.Windows.Controls,DataGrid,ColumnHeaderStyle,public System.Windows.Style ColumnHeaderStyle { get; set; }
1,System.Windows.Controls,DataGrid,ColumnWidth,public System.Windows.Controls.DataGridLength ColumnWidth { get; set; }
1,System.Windows.Controls,DataGrid,CurrentCell,public System.Windows.Controls.DataGridCellInfo CurrentCell { get; set; }
1,System.Windows.Controls,DataGrid,CurrentColumn,public System.Windows.Controls.DataGridColumn CurrentColumn { get; set; }
1,System.Windows.Controls,DataGrid,CurrentItem,public object CurrentItem { get; set; }
1,System.Windows.Controls,DataGrid,DeleteCommand,public static System.Windows.Input.RoutedUICommand DeleteCommand { get; }
1,System.Windows.Controls,DataGrid,DragIndicatorStyle,public System.Windows.Style DragIndicatorStyle { get; set; }
1,System.Windows.Controls,DataGrid,DropLocationIndicatorStyle,public System.Windows.Style DropLocationIndicatorStyle { get; set; }
1,System.Windows.Controls,DataGrid,FocusBorderBrushKey,public static System.Windows.ComponentResourceKey FocusBorderBrushKey { get; }
1,System.Windows.Controls,DataGrid,HandlesScrolling,protected internal override bool HandlesScrolling { get; }
1,System.Windows.Controls,DataGrid,HeadersVisibilityConverter,public static System.Windows.Data.IValueConverter HeadersVisibilityConverter { get; }
1,System.Windows.Controls,DataGrid,HorizontalScrollBarVisibility,public System.Windows.Controls.ScrollBarVisibility HorizontalScrollBarVisibility { get; set; }
1,System.Windows.Controls,DataGrid,MaxColumnWidth,public double MaxColumnWidth { get; set; }
1,System.Windows.Controls,DataGrid,MinColumnWidth,public double MinColumnWidth { get; set; }
1,System.Windows.Controls,DataGrid,MinRowHeight,public double MinRowHeight { get; set; }
1,System.Windows.Controls,DataGrid,NewItemMargin,public System.Windows.Thickness NewItemMargin { get; }
1,System.Windows.Controls,DataGrid,NonFrozenColumnsViewportHorizontalOffset,public double NonFrozenColumnsViewportHorizontalOffset { get; }
1,System.Windows.Controls,DataGrid,RowDetailsScrollingConverter,public static System.Windows.Data.IValueConverter RowDetailsScrollingConverter { get; }
1,System.Windows.Controls,DataGrid,RowDetailsTemplateSelector,public System.Windows.Controls.DataTemplateSelector RowDetailsTemplateSelector { get; set; }
1,System.Windows.Controls,DataGrid,RowHeaderActualWidth,public double RowHeaderActualWidth { get; }
1,System.Windows.Controls,DataGrid,RowHeaderStyle,public System.Windows.Style RowHeaderStyle { get; set; }
1,System.Windows.Controls,DataGrid,RowHeaderTemplate,public System.Windows.DataTemplate RowHeaderTemplate { get; set; }
1,System.Windows.Controls,DataGrid,RowHeaderTemplateSelector,public System.Windows.Controls.DataTemplateSelector RowHeaderTemplateSelector { get; set; }
1,System.Windows.Controls,DataGrid,RowStyle,public System.Windows.Style RowStyle { get; set; }
1,System.Windows.Controls,DataGrid,RowStyleSelector,public System.Windows.Controls.StyleSelector RowStyleSelector { get; set; }
1,System.Windows.Controls,DataGrid,RowValidationErrorTemplate,public System.Windows.Controls.ControlTemplate RowValidationErrorTemplate { get; set; }
1,System.Windows.Controls,DataGrid,RowValidationRules,public System.Collections.ObjectModel.ObservableCollection<System.Windows.Controls.ValidationRule> RowValidationRules { get; }
1,System.Windows.Controls,DataGrid,SelectAllCommand,public static System.Windows.Input.RoutedUICommand SelectAllCommand { get; }
1,System.Windows.Controls,DataGrid,SelectedCells,public System.Collections.Generic.IList<System.Windows.Controls.DataGridCellInfo> SelectedCells { get; }
1,System.Windows.Controls,DataGridBeginningEditEventArgs,EditingEventArgs,public System.Windows.RoutedEventArgs EditingEventArgs { get; }
1,System.Windows.Controls,DataGridBoundColumn,ClipboardContentBinding,public override System.Windows.Data.BindingBase ClipboardContentBinding { get; set; }
1,System.Windows.Controls,DataGridBoundColumn,EditingElementStyle,public System.Windows.Style EditingElementStyle { get; set; }
1,System.Windows.Controls,DataGridBoundColumn,ElementStyle,public System.Windows.Style ElementStyle { get; set; }
1,System.Windows.Controls,DataGridCell,IsReadOnly,public bool IsReadOnly { get; }
1,System.Windows.Controls,DataGridCell,IsSelected,public bool IsSelected { get; set; }
1,System.Windows.Controls,DataGridCellEditEndingEventArgs,EditingElement,public System.Windows.FrameworkElement EditingElement { get; }
1,System.Windows.Controls,DataGridCheckBoxColumn,DefaultEditingElementStyle,public static System.Windows.Style DefaultEditingElementStyle { get; }
1,System.Windows.Controls,DataGridCheckBoxColumn,DefaultElementStyle,public static System.Windows.Style DefaultElementStyle { get; }
1,System.Windows.Controls,DataGridColumn,ClipboardContentBinding,public virtual System.Windows.Data.BindingBase ClipboardContentBinding { get; set; }
1,System.Windows.Controls,DataGridColumn,DragIndicatorStyle,public System.Windows.Style DragIndicatorStyle { get; set; }
1,System.Windows.Controls,DataGridColumn,HeaderStringFormat,public string HeaderStringFormat { get; set; }
1,System.Windows.Controls,DataGridColumn,HeaderTemplate,public System.Windows.DataTemplate HeaderTemplate { get; set; }
1,System.Windows.Controls,DataGridColumn,HeaderTemplateSelector,public System.Windows.Controls.DataTemplateSelector HeaderTemplateSelector { get; set; }
1,System.Windows.Controls,DataGridColumn,IsAutoGenerated,public bool IsAutoGenerated { get; }
1,System.Windows.Controls,DataGridColumn,IsFrozen,public bool IsFrozen { get; }
1,System.Windows.Controls,DataGridColumn,SortMemberPath,public string SortMemberPath { get; set; }
1,System.Windows.Controls,DataGridComboBoxColumn,ClipboardContentBinding,public override System.Windows.Data.BindingBase ClipboardContentBinding { get; set; }
1,System.Windows.Controls,DataGridComboBoxColumn,DefaultEditingElementStyle,public static System.Windows.Style DefaultEditingElementStyle { get; }
1,System.Windows.Controls,DataGridComboBoxColumn,DefaultElementStyle,public static System.Windows.Style DefaultElementStyle { get; }
1,System.Windows.Controls,DataGridComboBoxColumn,SelectedItemBinding,public virtual System.Windows.Data.BindingBase SelectedItemBinding { get; set; }
1,System.Windows.Controls,DataGridComboBoxColumn,SelectedValueBinding,public virtual System.Windows.Data.BindingBase SelectedValueBinding { get; set; }
1,System.Windows.Controls,DataGridComboBoxColumn,TextBinding,public virtual System.Windows.Data.BindingBase TextBinding { get; set; }
1,System.Windows.Controls,DataGridComboBoxColumn,TextBlockComboBoxStyleKey,public static System.Windows.ComponentResourceKey TextBlockComboBoxStyleKey { get; }
1,System.Windows.Controls,DataGridHyperlinkColumn,DefaultEditingElementStyle,public static System.Windows.Style DefaultEditingElementStyle { get; }
1,System.Windows.Controls,DataGridHyperlinkColumn,DefaultElementStyle,public static System.Windows.Style DefaultElementStyle { get; }
1,System.Windows.Controls,DataGridPreparingCellForEditEventArgs,EditingElement,public System.Windows.FrameworkElement EditingElement { get; }
1,System.Windows.Controls,DataGridPreparingCellForEditEventArgs,EditingEventArgs,public System.Windows.RoutedEventArgs EditingEventArgs { get; }
1,System.Windows.Controls,DataGridRow,AlternationIndex,public int AlternationIndex { get; }
1,System.Windows.Controls,DataGridRow,DetailsTemplate,public System.Windows.DataTemplate DetailsTemplate { get; set; }
1,System.Windows.Controls,DataGridRow,DetailsTemplateSelector,public System.Windows.Controls.DataTemplateSelector DetailsTemplateSelector { get; set; }
1,System.Windows.Controls,DataGridRow,DetailsVisibility,public System.Windows.Visibility DetailsVisibility { get; set; }
1,System.Windows.Controls,DataGridRow,Header,public object Header { get; set; }
1,System.Windows.Controls,DataGridRow,HeaderStyle,public System.Windows.Style HeaderStyle { get; set; }
1,System.Windows.Controls,DataGridRow,HeaderTemplate,public System.Windows.DataTemplate HeaderTemplate { get; set; }
1,System.Windows.Controls,DataGridRow,HeaderTemplateSelector,public System.Windows.Controls.DataTemplateSelector HeaderTemplateSelector { get; set; }
1,System.Windows.Controls,DataGridRow,IsEditing,public bool IsEditing { get; }
1,System.Windows.Controls,DataGridRow,IsNewItem,public bool IsNewItem { get; }
1,System.Windows.Controls,DataGridRow,Item,public object Item { get; set; }
1,System.Windows.Controls,DataGridRow,ItemsPanel,public System.Windows.Controls.ItemsPanelTemplate ItemsPanel { get; set; }
1,System.Windows.Controls,DataGridRow,ValidationErrorTemplate,public System.Windows.Controls.ControlTemplate ValidationErrorTemplate { get; set; }
1,System.Windows.Controls,DataGridTemplateColumn,CellEditingTemplateSelector,public System.Windows.Controls.DataTemplateSelector CellEditingTemplateSelector { get; set; }
1,System.Windows.Controls,DataGridTemplateColumn,CellTemplateSelector,public System.Windows.Controls.DataTemplateSelector CellTemplateSelector { get; set; }
1,System.Windows.Controls,DataGridTextColumn,DefaultEditingElementStyle,public static System.Windows.Style DefaultEditingElementStyle { get; }
1,System.Windows.Controls,DataGridTextColumn,DefaultElementStyle,public static System.Windows.Style DefaultElementStyle { get; }
1,System.Windows.Controls,DataGridTextColumn,FontFamily,public System.Windows.Media.FontFamily FontFamily { get; set; }
1,System.Windows.Controls,DataGridTextColumn,FontSize,public double FontSize { get; set; }
1,System.Windows.Controls,DataGridTextColumn,FontStyle,public System.Windows.FontStyle FontStyle { get; set; }
1,System.Windows.Controls,DataGridTextColumn,FontWeight,public System.Windows.FontWeight FontWeight { get; set; }
1,System.Windows.Controls,DataGridTextColumn,Foreground,public System.Windows.Media.Brush Foreground { get; set; }
1,System.Windows.Controls,DatePicker,BlackoutDates,public System.Windows.Controls.CalendarBlackoutDatesCollection BlackoutDates { get; }
1,System.Windows.Controls,DatePicker,CalendarStyle,public System.Windows.Style CalendarStyle { get; set; }
1,System.Windows.Controls,DatePicker,FirstDayOfWeek,public System.DayOfWeek FirstDayOfWeek { get; set; }
1,System.Windows.Controls,DatePicker,IsTodayHighlighted,public bool IsTodayHighlighted { get; set; }
1,System.Windows.Controls,DatePicker,Text,public string Text { get; set; }
1,System.Windows.Controls,Decorator,LogicalChildren,protected internal override System.Collections.IEnumerator LogicalChildren { get; }
1,System.Windows.Controls,DocumentViewer,CanDecreaseZoom,public bool CanDecreaseZoom { get; }
1,System.Windows.Controls,DocumentViewer,CanIncreaseZoom,public bool CanIncreaseZoom { get; }
1,System.Windows.Controls,DocumentViewer,CanMoveDown,public bool CanMoveDown { get; }
1,System.Windows.Controls,DocumentViewer,CanMoveLeft,public bool CanMoveLeft { get; }
1,System.Windows.Controls,DocumentViewer,CanMoveRight,public bool CanMoveRight { get; }
1,System.Windows.Controls,DocumentViewer,CanMoveUp,public bool CanMoveUp { get; }
1,System.Windows.Controls,DocumentViewer,ExtentHeight,public double ExtentHeight { get; }
1,System.Windows.Controls,DocumentViewer,ExtentWidth,public double ExtentWidth { get; }
1,System.Windows.Controls,DocumentViewer,FitToHeightCommand,public static System.Windows.Input.RoutedUICommand FitToHeightCommand { get; }
1,System.Windows.Controls,DocumentViewer,FitToMaxPagesAcrossCommand,public static System.Windows.Input.RoutedUICommand FitToMaxPagesAcrossCommand { get; }
1,System.Windows.Controls,DocumentViewer,FitToWidthCommand,public static System.Windows.Input.RoutedUICommand FitToWidthCommand { get; }
1,System.Windows.Controls,DocumentViewer,HorizontalOffset,public double HorizontalOffset { get; set; }
1,System.Windows.Controls,DocumentViewer,MaxPagesAcross,public int MaxPagesAcross { get; set; }
1,System.Windows.Controls,DocumentViewer,VerticalOffset,public double VerticalOffset { get; set; }
1,System.Windows.Controls,DocumentViewer,ViewThumbnailsCommand,public static System.Windows.Input.RoutedUICommand ViewThumbnailsCommand { get; }
1,System.Windows.Controls,DocumentViewer,ViewportHeight,public double ViewportHeight { get; }
1,System.Windows.Controls,DocumentViewer,ViewportWidth,public double ViewportWidth { get; }
1,System.Windows.Controls,FlowDocumentPageViewer,CanDecreaseZoom,public virtual bool CanDecreaseZoom { get; }
1,System.Windows.Controls,FlowDocumentPageViewer,CanIncreaseZoom,public virtual bool CanIncreaseZoom { get; }
1,System.Windows.Controls,FlowDocumentPageViewer,IsInactiveSelectionHighlightEnabled,public bool IsInactiveSelectionHighlightEnabled { get; set; }
1,System.Windows.Controls,FlowDocumentPageViewer,IsSelectionActive,public bool IsSelectionActive { get; }
1,System.Windows.Controls,FlowDocumentPageViewer,Selection,public System.Windows.Documents.TextSelection Selection { get; }
1,System.Windows.Controls,FlowDocumentPageViewer,SelectionBrush,public System.Windows.Media.Brush SelectionBrush { get; set; }
1,System.Windows.Controls,FlowDocumentPageViewer,SelectionOpacity,public double SelectionOpacity { get; set; }
1,System.Windows.Controls,FlowDocumentReader,CanDecreaseZoom,public bool CanDecreaseZoom { get; }
1,System.Windows.Controls,FlowDocumentReader,CanIncreaseZoom,public bool CanIncreaseZoom { get; }
1,System.Windows.Controls,FlowDocumentReader,IsInactiveSelectionHighlightEnabled,public bool IsInactiveSelectionHighlightEnabled { get; set; }
1,System.Windows.Controls,FlowDocumentReader,IsSelectionActive,public bool IsSelectionActive { get; }
1,System.Windows.Controls,FlowDocumentReader,SelectionBrush,public System.Windows.Media.Brush SelectionBrush { get; set; }
1,System.Windows.Controls,FlowDocumentReader,SelectionOpacity,public double SelectionOpacity { get; set; }
1,System.Windows.Controls,FlowDocumentScrollViewer,CanDecreaseZoom,public bool CanDecreaseZoom { get; }
